OBJECTID,X,Y,areaUnitID,bicycle,bus,carStationWagon,crashDirectionDescription,crashFinancialYear,crashLocation1,crashLocation2,crashSeverity,crashSHDescription,crashYear,directionRoleDescription,fatalCount,fence,flatHill,guardRail,holiday,houseOrBuilding,kerb,light,meshblockId,minorInjuryCount,moped,motorcycle,NumberOfLanes,otherVehicleType,parkedVehicle,pedestrian,region,roadCharacter,roadLane,roadSurface,schoolBus,seriousInjuryCount,slipOrFlood,speedLimit,strayAnimal,streetLight,suv,taxi,temporarySpeedLimit,tlaId,tlaName,trafficControl,trafficIsland,trafficSign,train,tree,truck,unknownVehicleType,urban,vanOrUtility,vehicle,waterRiver,weatherA
27137,1912945.0,5586948.0,545851.0,0.0,0.0,1.0,South,2013/2014,SH 2,WAIKAREAO ROAD,Non-Injury Crash,Yes,2014,South,0.0,0.0,Hill Road,1.0,,0.0,0.0,Bright sun,1464600.0,0.0,0.0,0.0,3.0,0.0,0.0,,Hawke's Bay Region,Nil,2-way,Sealed,0.0,0.0,0.0,100.0,0.0,Off,0.0,0.0,,30.0,Hastings District,Nil,0.0,0.0,0.0,0.0,0.0,0.0,Open,0.0,0.0,0.0,Fine
448850,1929092.0,5605874.0,547700.0,0.0,0.0,0.0,West,2003/2004,HERETAUNGA ST WEST,TOWNSHEND ST,Non-Injury Crash,No,2003,East,0.0,,Flat,,,,,Bright sun,1486800.0,0.0,0.0,0.0,2.0,0.0,,,Hawke's Bay Region,Nil,2-way,Sealed,0.0,0.0,,50.0,,Null,0.0,0.0,,30.0,Hastings District,Nil,,,,,0.0,0.0,Urban,2.0,,,Fine
705510,1929072.0,5605299.0,547700.0,0.0,0.0,2.0,West,2011/2012,SOUTHAMPTON ST WEST,CHARLES ST,Minor Crash,No,2012,North,0.0,,Flat,,,,,Bright sun,1487700.0,1.0,0.0,0.0,2.0,0.0,,,Hawke's Bay Region,Nil,2-way,Sealed,0.0,0.0,,50.0,,Null,0.0,0.0,,30.0,Hastings District,Give way,,,,,0.0,0.0,Urban,0.0,,,Fine
452077,1935054.0,5653151.0,545911.0,0.0,0.0,0.0,North,2008/2009,SH 2,WAIKOAU ROAD,Non-Injury Crash,Yes,2008,South,0.0,,Hill Road,,Christmas New Year,,,Dark,1415200.0,0.0,0.0,0.0,2.0,0.0,,,Hawke's Bay Region,Nil,2-way,Sealed,0.0,0.0,,100.0,,None,0.0,0.0,,30.0,Hastings District,Nil,,,,,0.0,0.0,Open,1.0,,,Fine
427886,1908498.0,5664741.0,545911.0,0.0,0.0,1.0,Null,2005/2006,SH 5,KOWARO ROADWAY,Minor Crash,Yes,2005,North,0.0,0.0,Hill Road,0.0,,0.0,0.0,Dark,1414400.0,1.0,0.0,0.0,3.0,0.0,0.0,,Hawke's Bay Region,Nil,2-way,Sealed,0.0,0.0,0.0,100.0,0.0,None,0.0,0.0,,30.0,Hastings District,Give way,0.0,0.0,0.0,0.0,0.0,0.0,Open,0.0,0.0,0.0,Mist or Fog
693393,1931170.0,5600867.0,545762.0,0.0,0.0,1.0,North,2009/2010,TE AUTE ROAD,GILPIN ROAD,Serious Crash,No,2010,East,0.0,0.0,Flat,0.0,,0.0,0.0,Dark,1465200.0,0.0,0.0,0.0,2.0,0.0,0.0,,Hawke's Bay Region,Nil,2-way,Sealed,0.0,1.0,0.0,100.0,0.0,None,0.0,0.0,,30.0,Hastings District,Nil,0.0,0.0,0.0,1.0,0.0,0.0,Open,0.0,0.0,0.0,Fine
111539,1931411.0,5614868.0,545831.0,0.0,0.0,2.0,Null,2013/2014,SH 50,TUTAEKURI BR S,Non-Injury Crash,Yes,2014,South,0.0,,Flat,,,,,Bright sun,1404600.0,0.0,0.0,0.0,2.0,0.0,,,Hawke's Bay Region,Bridge,2-way,Sealed,0.0,0.0,,100.0,,Null,0.0,0.0,,30.0,Hastings District,Unknown,,,,,0.0,0.0,Open,0.0,,,Fine
410216,1926345.0,5606425.0,545761.0,0.0,0.0,1.0,North,2010/2011,SH 50A,FLAXMERE AVENUE,Non-Injury Crash,Yes,2010,South,0.0,,Flat,,,,,Dark,1469905.0,0.0,0.0,0.0,1.0,0.0,,,Hawke's Bay Region,Nil,2-way,Unsealed,0.0,0.0,,100.0,,On,0.0,0.0,,30.0,Hastings District,Nil,,,,,0.0,0.0,Open,0.0,,,Fine
609531,1932001.0,5608778.0,545710.0,0.0,0.0,1.0,South,2005/2006,PAKOWHAI ROAD,RUAHAPIA ROAD,Non-Injury Crash,No,2005,South,0.0,1.0,Flat,0.0,,0.0,0.0,Overcast,1471100.0,0.0,0.0,0.0,2.0,0.0,0.0,,Hawke's Bay Region,Nil,2-way,Sealed,0.0,0.0,0.0,100.0,0.0,Null,0.0,0.0,,30.0,Hastings District,Nil,0.0,0.0,0.0,0.0,0.0,0.0,Open,0.0,0.0,0.0,Fine
72610,1927417.0,5606942.0,548500.0,0.0,0.0,0.0,Null,2003/2004,KIWI ST,TAKAPU ROAD,Non-Injury Crash,No,2004,North,0.0,1.0,Flat,0.0,,0.0,0.0,Overcast,1478900.0,0.0,0.0,0.0,2.0,0.0,0.0,,Hawke's Bay Region,Nil,2-way,Sealed,0.0,0.0,0.0,50.0,0.0,Null,0.0,0.0,,30.0,Hastings District,Nil,0.0,0.0,0.0,1.0,0.0,0.0,Urban,1.0,0.0,0.0,Light rain
537134,1930789.0678,5604806.1926,548100.0,0.0,0.0,2.0,Null,2018/2019,WILLOWPARK ROAD NORTH,ALBERT STREET,Minor Crash,No,2019,North,0.0,,Flat,,,,,Bright sun,1499600.0,1.0,0.0,0.0,2.0,0.0,,,Hawke's Bay Region,Nil,2-way,Sealed,0.0,0.0,,50.0,,Off,0.0,0.0,,30.0,Hastings District,Give way,,,,,0.0,0.0,Urban,0.0,,,Fine
725384,1933830.0,5604183.0,545750.0,0.0,0.0,1.0,North,2001/2002,NAPIER ROAD,THOMPSON ROAD,Non-Injury Crash,No,2002,South,0.0,1.0,Flat,0.0,,0.0,0.0,Overcast,1406600.0,0.0,0.0,0.0,2.0,0.0,0.0,,Hawke's Bay Region,Nil,2-way,Sealed,0.0,0.0,0.0,100.0,0.0,Null,0.0,0.0,,30.0,Hastings District,Nil,0.0,0.0,0.0,0.0,0.0,0.0,Open,0.0,0.0,0.0,Light rain
506341,1929819.0,5604072.0,548300.0,0.0,0.0,2.0,Null,2018/2019,WILLOWPARK ROAD SOUTH,MASSEY ST,Non-Injury Crash,No,2018,West,0.0,,Flat,,,,,Overcast,1502200.0,0.0,0.0,0.0,2.0,0.0,,,Hawke's Bay Region,Nil,2-way,Sealed,0.0,0.0,,50.0,,Null,0.0,0.0,,30.0,Hastings District,Give way,,,,,0.0,0.0,Urban,0.0,,,Fine
529067,1935101.0,5606996.0,545722.0,0.0,0.0,3.0,Null,2008/2009,TE MATA MANGATERETERE ROA,LAWN ROAD,Non-Injury Crash,No,2009,North,0.0,,Flat,,,,,Dark,1406400.0,0.0,0.0,0.0,2.0,0.0,,,Hawke's Bay Region,Nil,2-way,Sealed,0.0,0.0,,100.0,,On,0.0,0.0,,30.0,Hastings District,Give way,,,,,0.0,0.0,Open,0.0,,,Fine
703798,1925561.0,5603244.0,545842.0,0.0,0.0,0.0,North,2002/2003,SH 50A,LONGLANDS ROAD WEST,Non-Injury Crash,Yes,2002,North,0.0,,Flat,,,,,Twilight,1470214.0,0.0,0.0,0.0,2.0,0.0,,,Hawke's Bay Region,Nil,2-way,Sealed,0.0,0.0,,50.0,,Off,0.0,0.0,,30.0,Hastings District,Nil,,,,,0.0,0.0,Urban,2.0,,,Fine
552878,1922646.0,5609920.0,545710.0,0.0,0.0,1.0,West,2016/2017,SH 50,MERE ROAD,Serious Crash,Yes,2017,East,0.0,1.0,Flat,0.0,,0.0,0.0,Bright sun,1469703.0,0.0,0.0,0.0,2.0,0.0,0.0,,Hawke's Bay Region,Nil,2-way,Sealed,0.0,1.0,0.0,100.0,0.0,Null,0.0,0.0,,30.0,Hastings District,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,Open,0.0,0.0,0.0,Fine
375513,1929509.0,5608835.0,545710.0,0.0,0.0,2.0,Null,2004/2005,SH 50A,EVENDEN ROAD,Non-Injury Crash,Yes,2005,South,0.0,0.0,Flat,0.0,,0.0,0.0,Twilight,1471100.0,0.0,0.0,0.0,2.0,0.0,0.0,,Hawke's Bay Region,Nil,2-way,Sealed,0.0,0.0,0.0,100.0,0.0,None,0.0,0.0,,30.0,Hastings District,Give way,0.0,0.0,0.0,0.0,0.0,0.0,Open,0.0,1.0,0.0,Fine
566408,1930793.0,5603713.0,548100.0,0.0,0.0,2.0,South,2015/2016,HERETAUNGA ST EAST,LUMSDEN ROAD,Non-Injury Crash,No,2015,North,0.0,,Flat,,,,,Bright sun,1500300.0,0.0,0.0,0.0,2.0,0.0,,,Hawke's Bay Region,Nil,2-way,Sealed,0.0,0.0,,50.0,,Null,0.0,0.0,,30.0,Hastings District,Unknown,,,,,0.0,0.0,Urban,0.0,,,Fine
73430,1933163.0,5600317.0,548821.0,0.0,0.0,1.0,South,2009/2010,PUFFLETT ROAD,KEIRUNGA ROAD,Non-Injury Crash,No,2010,South,0.0,0.0,Hill Road,0.0,,0.0,0.0,Dark,1507705.0,0.0,0.0,0.0,2.0,0.0,0.0,,Hawke's Bay Region,Nil,2-way,Sealed,0.0,0.0,0.0,50.0,0.0,On,0.0,0.0,,30.0,Hastings District,Nil,0.0,0.0,0.0,1.0,0.0,0.0,Urban,0.0,0.0,0.0,Fine
105978,1913443.0,5587467.0,545851.0,0.0,0.0,3.0,South,2000/2001,SH 2,WAIKAREAO ROAD,Non-Injury Crash,Yes,2001,North,0.0,,Hill Road,,,,,Bright sun,1464600.0,0.0,0.0,0.0,2.0,0.0,,,Hawke's Bay Region,Nil,2-way,Sealed,0.0,0.0,,100.0,,Null,0.0,0.0,,30.0,Hastings District,Nil,,,,,0.0,0.0,Open,0.0,,,Fine
267961,1927296.0,5605131.0,545761.0,0.0,0.0,1.0,Null,2016/2017,MARAEKAKAHO ROAD,YORK ROAD,Non-Injury Crash,No,2016,South,0.0,0.0,Flat,0.0,,0.0,0.0,Overcast,1469905.0,0.0,0.0,0.0,2.0,0.0,0.0,,Hawke's Bay Region,Nil,2-way,Sealed,0.0,0.0,0.0,70.0,0.0,Null,0.0,0.0,,30.0,Hastings District,Stop,0.0,0.0,0.0,0.0,0.0,0.0,Urban,0.0,0.0,0.0,Fine
459556,1929329.0,5605564.0,547700.0,0.0,0.0,1.0,North,2017/2018,HERETAUNGA ST WEST,TOMOANA ROAD,Non-Injury Crash,No,2018,South,0.0,,Flat,,,,,Bright sun,1487900.0,0.0,0.0,0.0,2.0,0.0,,,Hawke's Bay Region,Nil,2-way,Sealed,0.0,0.0,,50.0,,Null,0.0,0.0,,30.0,Hastings District,Unknown,,,,,0.0,0.0,Urban,1.0,,,Fine
267439,1929784.0,5632786.0,545811.0,0.0,0.0,1.0,West,2008/2009,SH 5,HEDGELEY ROAD,Non-Injury Crash,Yes,2008,South,0.0,1.0,Flat,0.0,,0.0,0.0,Overcast,1414800.0,0.0,0.0,0.0,2.0,0.0,0.0,,Hawke's Bay Region,Nil,2-way,Sealed,0.0,0.0,0.0,100.0,0.0,Null,0.0,0.0,,30.0,Hastings District,Nil,0.0,0.0,0.0,0.0,0.0,0.0,Open,0.0,0.0,0.0,Fine
433826,1918337.0,5653392.0,545912.0,0.0,0.0,1.0,South,2002/2003,SH 5,TITIOKURA SUMMIT,Non-Injury Crash,Yes,2003,South,0.0,0.0,Flat,0.0,,0.0,0.0,Bright sun,1414504.0,0.0,0.0,0.0,2.0,0.0,0.0,,Hawke's Bay Region,Nil,2-way,Sealed,0.0,0.0,0.0,100.0,0.0,Null,0.0,0.0,30.0,30.0,Hastings District,Nil,0.0,0.0,0.0,0.0,0.0,0.0,Open,0.0,0.0,0.0,Fine
256426,1931944.0,5603124.0,545721.0,0.0,0.0,1.0,East,2015/2016,ST GEORGES ROAD,HOWARD ST,Non-Injury Crash,No,2016,East,0.0,0.0,Flat,0.0,,0.0,0.0,Bright sun,1472801.0,0.0,0.0,0.0,2.0,0.0,0.0,,Hawke's Bay Region,Nil,2-way,Sealed,0.0,0.0,0.0,80.0,0.0,Null,0.0,0.0,,30.0,Hastings District,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,Open,0.0,0.0,0.0,Fine
640408,1932625.0,5609679.0,545710.0,0.0,0.0,2.0,North,2010/2011,CHESTERHOPE BRIDGE,FARNDON ROAD,Minor Crash,No,2011,South,0.0,,Flat,,,,,Bright sun,1471100.0,1.0,0.0,0.0,2.0,0.0,,,Hawke's Bay Region,Nil,2-way,Sealed,0.0,0.0,,100.0,,Null,0.0,0.0,,30.0,Hastings District,Nil,,,,,0.0,0.0,Open,0.0,,,Fine
620730,1930185.0,5605031.0,548200.0,0.0,0.0,1.0,Null,2005/2006,KARUMU ROAD NORTH,ST AUBYN ST EAST,Minor Crash,No,2006,East,0.0,,Flat,,,,,Overcast,1494100.0,1.0,0.0,0.0,3.0,0.0,,1.0,Hawke's Bay Region,Nil,2-way,Sealed,0.0,0.0,,50.0,,Null,0.0,0.0,,30.0,Hastings District,Traffic Signals,,,,,0.0,0.0,Urban,0.0,,,Fine
464611,1929905.0,5605001.0,548200.0,0.0,0.0,1.0,Null,2005/2006,QUEEN ST EAST,RUSSELL ST NORTH,Non-Injury Crash,No,2005,North,0.0,,Flat,,,,,Bright sun,1492200.0,0.0,0.0,0.0,2.0,0.0,,,Hawke's Bay Region,Rail xing,2-way,Sealed,0.0,0.0,,50.0,,Null,1.0,0.0,,30.0,Hastings District,Traffic Signals,,,,,0.0,0.0,Urban,0.0,,,Fine
443801,1932452.0,5600623.0,548821.0,0.0,0.0,1.0,South,2017/2018,PALMERSTON ROAD,REYNOLDS ROAD,Non-Injury Crash,No,2018,North,0.0,1.0,Hill Road,0.0,,0.0,0.0,Bright sun,1506200.0,0.0,0.0,0.0,2.0,0.0,0.0,,Hawke's Bay Region,Nil,2-way,Sealed,0.0,0.0,0.0,50.0,0.0,Null,0.0,0.0,,30.0,Hastings District,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,Urban,0.0,0.0,0.0,Null
200151,1928831.0,5606219.0,547700.0,0.0,0.0,2.0,East,2002/2003,HERETAUNGA ST WEST,PAKOWHAI ROAD,Non-Injury Crash,No,2003,West,0.0,,Flat,,,,,Overcast,1486600.0,0.0,0.0,0.0,2.0,0.0,,,Hawke's Bay Region,Nil,2-way,Sealed,0.0,0.0,,50.0,,Null,0.0,0.0,,30.0,Hastings District,Nil,,,,,0.0,0.0,Urban,0.0,,,Fine
639440,1918849.0,5648353.0,545811.0,0.0,0.0,1.0,South,2013/2014,SH 5,OHURAKURA ROAD,Serious Crash,Yes,2013,South,0.0,0.0,Hill Road,0.0,Labour Weekend,0.0,0.0,Dark,1415000.0,0.0,0.0,0.0,2.0,0.0,0.0,,Hawke's Bay Region,Nil,2-way,Sealed,0.0,1.0,0.0,100.0,0.0,None,0.0,0.0,,30.0,Hastings District,Nil,0.0,0.0,0.0,1.0,0.0,0.0,Open,0.0,0.0,0.0,Fine
394721,1929464.0,5605185.0,548200.0,0.0,0.0,1.0,Null,2001/2002,NELSON ST SOUTH,EASTBOURNE ST WEST,Non-Injury Crash,No,2001,North,0.0,,Hill Road,,,,,Dark,1488900.0,0.0,0.0,0.0,2.0,0.0,,,Hawke's Bay Region,Nil,2-way,Sealed,0.0,0.0,,50.0,,On,0.0,0.0,,30.0,Hastings District,Give way,,,,,0.0,0.0,Urban,1.0,,,Fine
261367,1931306.0,5614540.0,545831.0,0.0,0.0,1.0,North,2003/2004,SH 50,PAKOWHAI ON NBD,Serious Crash,Yes,2004,North,0.0,0.0,Flat,0.0,,0.0,0.0,Dark,1404600.0,0.0,0.0,0.0,2.0,0.0,0.0,,Hawke's Bay Region,Nil,2-way,Sealed,0.0,1.0,0.0,100.0,0.0,None,0.0,0.0,,30.0,Hastings District,Nil,0.0,0.0,0.0,1.0,0.0,0.0,Open,0.0,0.0,0.0,Fine
70724,1932828.0,5583089.0,545860.0,0.0,0.0,1.0,West,2007/2008,MARAETOTARA ROAD,WAIPOAPOA ROAD,Minor Crash,No,2008,North,0.0,,Flat,,,,,Overcast,1467500.0,1.0,0.0,0.0,2.0,0.0,,,Hawke's Bay Region,Nil,2-way,Sealed,0.0,0.0,,100.0,,Null,0.0,0.0,,30.0,Hastings District,Nil,,,,,0.0,0.0,Open,1.0,,,Fine
666763,1925285.0,5612981.0,545822.0,1.0,0.0,0.0,West,2011/2012,SH 50,OMARUNUI ROAD,Minor Crash,Yes,2011,East,0.0,,Flat,,,,,Bright sun,1408800.0,1.0,0.0,0.0,2.0,0.0,,,Hawke's Bay Region,Nil,2-way,Sealed,0.0,0.0,,100.0,,Null,0.0,0.0,,30.0,Hastings District,Nil,,,,,0.0,0.0,Open,1.0,,,Fine
625253,1925321.0,5599568.0,545852.0,0.0,0.0,1.0,Null,2000/2001,SH 2,SH 50A,Non-Injury Crash,Yes,2001,East,0.0,0.0,Flat,0.0,Easter,0.0,0.0,Overcast,1469600.0,0.0,0.0,0.0,2.0,0.0,0.0,,Hawke's Bay Region,Nil,2-way,Sealed,0.0,0.0,0.0,100.0,0.0,Null,1.0,0.0,,30.0,Hastings District,Give way,1.0,0.0,0.0,0.0,0.0,0.0,Open,0.0,0.0,0.0,Light rain
452191,1933024.0,5607217.0,545721.0,0.0,0.0,1.0,West,2006/2007,RUAHAPIA ROAD,SH 2,Non-Injury Crash,No,2007,West,0.0,1.0,Flat,0.0,,0.0,0.0,Overcast,1471800.0,0.0,0.0,0.0,2.0,0.0,0.0,,Hawke's Bay Region,Nil,2-way,Sealed,0.0,0.0,0.0,100.0,0.0,Null,0.0,0.0,,30.0,Hastings District,Nil,0.0,0.0,0.0,0.0,0.0,0.0,Open,0.0,0.0,0.0,Light rain
547252,1929355.0,5604925.0,548200.0,0.0,0.0,2.0,North,2011/2012,SOUTHAMPTON ST WEST,KING ST SOUTH,Non-Injury Crash,No,2012,North,0.0,0.0,Flat,0.0,,0.0,0.0,Bright sun,1489100.0,0.0,0.0,0.0,2.0,0.0,1.0,,Hawke's Bay Region,Nil,2-way,Sealed,0.0,0.0,0.0,50.0,0.0,Null,0.0,0.0,,30.0,Hastings District,Nil,0.0,0.0,0.0,0.0,0.0,0.0,Urban,0.0,0.0,0.0,Fine
93430,1928832.0,5602296.0,545762.0,0.0,0.0,1.0,North,2011/2012,PARK ROAD SOUTH,ALGERNON ROAD,Minor Crash,No,2011,South,0.0,0.0,Flat,0.0,,0.0,0.0,Twilight,1468100.0,1.0,0.0,0.0,2.0,0.0,0.0,,Hawke's Bay Region,Nil,2-way,Unsealed,0.0,0.0,0.0,100.0,0.0,None,0.0,0.0,,30.0,Hastings District,Nil,0.0,0.0,0.0,0.0,0.0,0.0,Open,0.0,0.0,0.0,Light rain
93265,1939158.0,5606416.0,545740.0,0.0,0.0,2.0,West,2008/2009,RAYMOND ROAD,PARKHILL ROAD,Non-Injury Crash,No,2009,North,0.0,,Flat,,,,,Overcast,1407600.0,0.0,0.0,0.0,2.0,0.0,,,Hawke's Bay Region,Nil,2-way,Sealed,0.0,0.0,,100.0,,Null,0.0,0.0,,30.0,Hastings District,Nil,,,,,0.0,0.0,Open,0.0,,,Fine
687649,1930757.0,5606610.0,547600.0,0.0,0.0,2.0,Null,2002/2003,TOMOANA ROAD,WILLIAMS ST,Minor Crash,No,2003,East,0.0,,Flat,,,,,Bright sun,1484000.0,1.0,0.0,0.0,2.0,0.0,,,Hawke's Bay Region,Nil,2-way,Sealed,0.0,0.0,,50.0,,Null,0.0,0.0,,30.0,Hastings District,Stop,,,,,0.0,0.0,Urban,0.0,,,Fine
340173,1923362.906,5610196.7005,545710.0,0.0,0.0,2.0,Null,2019/2020,SH 50,OMAHU ROAD,Minor Crash,Yes,2020,North,0.0,,Flat,,,,,Overcast,1470500.0,1.0,0.0,0.0,2.0,0.0,,,Hawke's Bay Region,Nil,2-way,Sealed,0.0,0.0,,100.0,,Off,0.0,0.0,,30.0,Hastings District,Give way,,,,,0.0,0.0,Open,0.0,,,Fine
4978,1930581.0,5604498.0,548100.0,0.0,0.0,1.0,Null,2017/2018,ST AUBYN ST EAST,PRINCES ST,Non-Injury Crash,No,2017,East,0.0,,Flat,,,,,Dark,1500700.0,0.0,0.0,0.0,2.0,0.0,,,Hawke's Bay Region,Nil,2-way,Sealed,0.0,0.0,,50.0,,On,0.0,0.0,,30.0,Hastings District,Give way,,,,,0.0,0.0,Urban,1.0,,,Fine
276866,1932640.0,5601717.0,548831.0,0.0,0.0,2.0,South,2013/2014,NAPIER ROAD,TREACHERS LANE,Non-Injury Crash,No,2013,North,0.0,0.0,Flat,0.0,,0.0,0.0,Dark,1509700.0,0.0,0.0,0.0,2.0,0.0,1.0,,Hawke's Bay Region,Nil,2-way,Sealed,0.0,0.0,0.0,50.0,0.0,On,0.0,0.0,,30.0,Hastings District,Nil,0.0,0.0,0.0,0.0,0.0,0.0,Urban,0.0,0.0,0.0,Fine
219941,1934234.0,5600458.0,548833.0,0.0,0.0,1.0,South,2016/2017,TE MATA PEAK ROAD,GREENWOOD ROAD,Non-Injury Crash,No,2016,South,0.0,1.0,Hill Road,0.0,,0.0,0.0,Overcast,1466710.0,0.0,0.0,0.0,2.0,0.0,0.0,,Hawke's Bay Region,Nil,2-way,Sealed,0.0,0.0,0.0,50.0,0.0,None,0.0,0.0,,30.0,Hastings District,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,Urban,0.0,0.0,0.0,Heavy rain
714582,1929380.0,5605496.0,548200.0,0.0,0.0,2.0,Null,2006/2007,HERETAUNGA ST WEST,CHARLES ST,Non-Injury Crash,No,2007,East,0.0,,Flat,,,,,Bright sun,1490100.0,0.0,0.0,0.0,2.0,0.0,,,Hawke's Bay Region,Nil,2-way,Sealed,0.0,0.0,,50.0,,Null,0.0,0.0,,30.0,Hastings District,Give way,,,,,0.0,0.0,Urban,0.0,,,Fine
99734,1928842.0,5603900.0,547900.0,0.0,0.0,2.0,Null,2000/2001,RAILWAY ROAD,MURDOCH ROAD WEST,Non-Injury Crash,No,2001,East,0.0,,Flat,,,,,Overcast,1482600.0,0.0,0.0,0.0,2.0,0.0,,,Hawke's Bay Region,Nil,2-way,Sealed,0.0,0.0,,70.0,,Null,0.0,0.0,,30.0,Hastings District,Give way,,,,,0.0,0.0,Urban,0.0,,,Light rain
617410,1928307.0,5606258.0,548500.0,0.0,0.0,0.0,South,2008/2009,ORCHARD ROAD,CANNING ROAD,Minor Crash,No,2009,North,0.0,,Flat,,,,,Bright sun,1478700.0,2.0,0.0,0.0,2.0,0.0,,,Hawke's Bay Region,Nil,2-way,Sealed,0.0,0.0,,50.0,,Null,1.0,0.0,,30.0,Hastings District,Nil,,,,,0.0,0.0,Urban,1.0,,,Fine
458010,1932202.0,5603282.0,545721.0,0.0,0.0,1.0,Null,2002/2003,ST GEORGES ROAD,ADA ST,Serious Crash,No,2002,North,0.0,,Flat,,,,,Bright sun,1472801.0,1.0,0.0,1.0,2.0,0.0,,,Hawke's Bay Region,Nil,2-way,Sealed,0.0,1.0,,100.0,,Null,0.0,0.0,,30.0,Hastings District,Give way,,,,,0.0,0.0,Open,0.0,,,Fine
623425,1925731.0,5606301.0,548620.0,0.0,0.0,2.0,South,2009/2010,CRAIL AVENUE,AYR ST,Non-Injury Crash,No,2010,South,0.0,0.0,Flat,0.0,,0.0,0.0,Dark,1475701.0,0.0,0.0,0.0,2.0,0.0,1.0,,Hawke's Bay Region,Nil,2-way,Sealed,0.0,0.0,0.0,50.0,0.0,On,0.0,0.0,,30.0,Hastings District,Nil,0.0,0.0,0.0,0.0,0.0,0.0,Urban,0.0,0.0,0.0,Fine
348333,1912891.0,5658029.0,545911.0,0.0,0.0,1.0,North,2018/2019,SH 5,RUKUMOANA ROAD,Non-Injury Crash,Yes,2018,North,0.0,1.0,Flat,0.0,,0.0,0.0,Dark,1414300.0,0.0,0.0,0.0,2.0,0.0,0.0,,Hawke's Bay Region,Nil,2-way,Sealed,0.0,0.0,0.0,100.0,0.0,None,0.0,0.0,,30.0,Hastings District,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,Open,0.0,0.0,0.0,Heavy rain
110506,1927234.0,5602249.0,545762.0,0.0,0.0,1.0,Null,2010/2011,RAILWAY ROAD SOUTH,LONGLANDS ROAD WEST,Non-Injury Crash,No,2011,North,0.0,,Flat,,,,,Overcast,1468200.0,0.0,0.0,0.0,2.0,0.0,,,Hawke's Bay Region,Nil,2-way,Sealed,0.0,0.0,,100.0,,Null,0.0,0.0,,30.0,Hastings District,Give way,,,,,0.0,0.0,Open,1.0,,,Fine
325929,1929439.0,5606032.0,547700.0,1.0,0.0,0.0,Null,2003/2004,ST AUBYN ST WEST,GRAYS ROAD,Minor Crash,No,2003,South,0.0,,Flat,,,,,Overcast,1488300.0,1.0,0.0,0.0,2.0,0.0,,,Hawke's Bay Region,Nil,2-way,Sealed,0.0,0.0,,50.0,,Null,0.0,0.0,,30.0,Hastings District,Give way,,,,,0.0,0.0,Urban,1.0,,,Fine
717808,1928988.0,5607502.0,545710.0,0.0,0.0,2.0,East,2003/2004,LYNDHURST ROAD,NOTTINGLEY ROAD,Non-Injury Crash,No,2004,West,0.0,,Flat,,,,,Overcast,1471300.0,0.0,0.0,0.0,2.0,0.0,,,Hawke's Bay Region,Nil,2-way,Sealed,0.0,0.0,,50.0,,Null,0.0,0.0,,30.0,Hastings District,Nil,,,,,0.0,0.0,Urban,0.0,,,Fine
490124,1934180.0,5607200.0,545722.0,0.0,0.0,2.0,Null,2009/2010,SH 2,NAPIER ROAD,Minor Crash,Yes,2009,South,0.0,,Flat,,,,,Twilight,1406200.0,3.0,0.0,0.0,2.0,0.0,,,Hawke's Bay Region,Nil,2-way,Sealed,0.0,0.0,,100.0,,On,0.0,0.0,,30.0,Hastings District,Give way,,,,,0.0,0.0,Open,0.0,,,Fine
154312,1940891.0,5588113.0,545860.0,0.0,0.0,0.0,North,2018/2019,WAIMARAMA ROAD,COOKS ACCESS ROAD,Minor Crash,No,2018,East,0.0,,Hill Road,,,,,Bright sun,1467600.0,1.0,0.0,0.0,2.0,0.0,,,Hawke's Bay Region,Nil,2-way,Sealed,0.0,0.0,,50.0,,Null,0.0,0.0,,30.0,Hastings District,Unknown,,,,,1.0,0.0,Urban,0.0,,,Fine
615328,1929859.0,5604861.0,548200.0,0.0,0.0,2.0,North,2005/2006,HERETAUNGA ST EAST,KARAMU ROAD NORTH,Non-Injury Crash,No,2005,South,0.0,,Flat,,,,,Overcast,1492000.0,0.0,0.0,0.0,2.0,0.0,,,Hawke's Bay Region,Nil,2-way,Sealed,0.0,0.0,,50.0,,Null,0.0,0.0,,30.0,Hastings District,Nil,,,,,0.0,0.0,Urban,0.0,,,Fine
215860,1933205.0,5602516.0,548831.0,0.0,0.0,2.0,Null,2008/2009,NAPIER ROAD,CROSSES ROAD,Non-Injury Crash,No,2008,North,0.0,0.0,Flat,0.0,,0.0,0.0,Overcast,1509100.0,0.0,0.0,0.0,2.0,0.0,0.0,,Hawke's Bay Region,Nil,2-way,Sealed,0.0,0.0,0.0,50.0,0.0,Null,0.0,0.0,,30.0,Hastings District,Give way,1.0,0.0,0.0,0.0,0.0,0.0,Urban,0.0,0.0,0.0,Fine
